# Dados do medidor
param: TS:  Ptotal:=
276		5
277		11
278		11
279		60
280		11
281		61
282		11
283		98
284		138.8
285		2331
286		2926.5
287		2928
288		1572.2
289		3017
290		2948.5
291		2966
292		2944.5
293		2941.333333
294		2966
295		2948
296		2956
297		2956
298		2949
299		2942.25
300		2951.5
301		2961.857143
302		2940.5
303		2940.555556
304		2964
305		2930.4
306		2944.2
307		2921
308		2944.25
309		2933.75
310		2950.8
311		2944.6
312		2941
313		2953
314		2951
315		2942.5
316		2940.666667
317		2941.5
318		2948.5
319		3057.75
320		3074
321		3084
322		3063.5
323		3075
324		3067.25
325		3075.8
326		3067.666667
327		3064.2
328		3067.4
329		3068.5
330		3043.25
331		3059.666667
332		3051.6
333		3060.8
334		3051
335		3068.5
336		3047
337		3076
338		3056
339		3061.6
340		3067
341		3056
342		3059.666667
343		3050
344		3058.6
345		3084
346		3047.333333
347		3052
348		3071
349		3082
350		3064
351		3060
352		3059
353		3063
354		3061
355		3075
356		3067.8
357		3069
358		3067
359		3069
360		3064.333333
361		3065.8
362		3054.8
363		3048.25
364		3035.8
365		3050
366		3052
367		3039.4
368		3051.666667
369		3033
370		3031
371		3048.5
372		3048
373		3043
374		3058.2
375		3036.5
376		3043
377		3032.8
378		3035.6
379		3023.5
380		3034
381		3028.5
382		3038.25
383		3018
384		3050.25
385		3043
386		3030
387		3042.5
388		3044.8
389		3024
390		2051.75
391		266
392		247
393		255.5
394		233
395		145.2
396		141
397		145.25
398		161.25
399		143.2
400		154
401		136.5
402		164
403		148.8
404		154.5
405		152.75
406		170.6666667
407		154
408		163
409		152.5
410		165.6
411		94.75
412		73.25
413		105.7333333
414		130
415		91
416		81
417		77
418		79
419		77
420		77
421		113
422		124
423		156
424		186
425		159
426		160
427		128
428		138
429		130.25
430		116.5
431		109.2
432		122.5
433		90
434		108.4
435		115.4
436		110
437		88.2
438		102
439		154
440		113
441		77
442		77
443		77
444		77
445		183
446		77
447		87
448		174.8
449		77
450		77
451		77
452		165.5
453		220
454		77.8
455		77
456		134.25
457		324.5
458		77.8
459		102
460		101
461		101.2
462		81
463		68.5
464		100.4
465		117
466		163.8
467		157
468		172.2
469		163.25
470		174.6
471		168
472		151.25
473		177
474		174
475		175
476		153.5
477		141
478		153.2
479		147.5
480		221
481		78.6
482		77
483		77
484		77
485		77
486		186
487		156.5
488		77
489		79
490		156
491		303
492		111
493		107
494		107.25
495		107.4
496		152.6
497		413.5
498		310.75
499		404
500		311
501		77
502		77
503		83
504		92.5
505		94
506		47.8
507		44
508		56
509		74.8
510		77
511		119.5
512		119
513		126.8
514		112.75
515		118.25
516		122.4
517		126
518		141
519		148
520		130
521		119
522		131.3333333
523		146.6666667
524		156
525		79
526		79
527		79
528		79
529		77
530		193.4
531		227
532		79
533		77
534		141
535		365
536		85.5
537		102.4
538		102
539		102
540		285.4
541		565
542		444.3333333
543		1302.818182
544		1300.5
545		1051
546		1049
547		1055.5
548		1065
549		1132
550		1092.4
551		1079.5
552		1079.933333
553		1077
554		1089.5
555		1091.8
556		1105.6
557		1077
558		1009.2
559		1009.4
560		1006.75
561		1094.25
562		1075.5
563		1073
564		1083.75
565		1087.2
566		1066.25
567		1085.75
568		1121
569		1088
570		1077
571		1086
572		1090
573		1094
574		1184
575		1304
576		1087.333333
577		1087.333333
578		1126.2
579		1339.2
580		464
581		231.5
582		233
583		231.5
584		272.8
585		615.25
586		410.25
587		540.4
588		331.8
589		79
590		79
591		87
592		98
593		98
594		62
595		49.25
596		75
597		80
598		112
599		108
600		126.6
601		113
602		134
603		108
604		120
605		132
606		120.5
607		104
608		114.5
609		77
610		104
611		91
612		154.25
613		84.6
614		79
615		78
616		77
617		77
618		173.2
619		285.8
620		79
621		77
622		107
623		256
624		78.5
625		105.5
626		107.4
627		106.25
628		150
629		503
630		244
631		493
632		291.8
633		98.2
634		77
635		81
636		95
637		96.4
638		104.75
639		228.2
640		399.5
641		335.8
642		333
643		333
644		396.4
645		477.6
646		465
647		465
648		463.8
649		463
650		465
651		463
652		463
653		463
654		463
655		463
656		546
657		510
658		589.5
659		567
660		567
661		568.3333333
662		291.5
663		77
664		77
665		77
666		77
667		77
668		23
669		4
670		4
671		4
672		4
673		4
674		4
675		4
676		4
677		4
678		4
679		4
680		4
;
